batch_no	seed_proposal_key	source_id	source_key	name	semantic_kind_before	semantic_kind_after	semantic_review_decision	merge_candidate_keys	review_basis	gpt_leaf_family_policy	approval_state
411	081867ef518cac5ab8d9318cafc4ad2f096ba19d213d854765601e26faf0dc5d	CIC_W	061	장비운반	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_TASK	INSUFFICIENT_EVIDENCE	NOT_APPROVED
412	7963b7563731a32fb8bab2a82865269d01f8570d70605bc43a54ed1d8d139cc4	CIC_W	062	인양장비	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
413	dd2d2630af20a9752b6dea540f275cf0669f16129c1a4ce37f34273b65c5d42e	CIC_W	063	운반장비	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
414	6ce4694eec354ac6b29fea9739ac7e4e6974fc89616a2782a6cdb224e48ec1f0	CIC_W	064	토공장비	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	NO_CHILDREN	NOT_APPROVED
415	1cd690bfb8905d0e78ba92df29d163d7829be32a0b51c81c9829e1d81f85badb	CIC_W	065	다짐장비	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	NO_CHILDREN	NOT_APPROVED
416	10c3bbe0e3db5bdb6a185ea757c245c61be2cbd749355bc6a4a5c906eb7393c1	CIC_W	066	가설플랜트	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	NO_CHILDREN	NOT_APPROVED
417	68a6a13a045916245ef12e509acca38e94c0967d340181cbbfc4610b5e30ab16	CIC_W	071	공통품질시험	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
418	f22338c2fa2f7baddde670cf1456d4e9c9ce671e9b581c77d50f04b2efeaf4e7	CIC_W	073	건축품질시험	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
419	c4d2e53292f7f2dce0706eaac891e670de489055530f5dd638d1ed29cb748c82	CIC_W	074	기계품질시험	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
420	58895943352c99121b8df0e9f379a57cdd394a89d862427afbc6a4074153512c	CIC_W	075	전기품질시험	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
421	c05dbc4276af0b3ca171e2d997a9c6556ab598889996361e4e20771454cc2f03	CIC_W	076	통신품질시험	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
422	e87b2defcb88d58ceb33fa327979423a673675ed305da408d9c5f3db5db049ea	CIC_W	079	기타품질시험	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
423	1334e54083a7fdf3929ec117ec6ea2857c20e0f5841608b2ae56964463f22b40	CIC_W	081	건축선정시험(토공 기초 구조체)	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
424	53574fbec4a3d081b29f7bf7be8dfd6256cedd4d479e6c42bf69c8c400ab1cd7	CIC_W	086	건축관리시험(단열 방수 지붕)	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
425	b9a104ea29a952a588fa1c116334c584b8ad1f084910a59ffa693f2e92f290e9	CIC_W	088	건축기계 전기시험	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
426	37745bd8af92a937f66091e0dc552ef05712414b839781928446a5bb5c441604	CIC_W	089	건축공사검사시험	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
427	3658974008046bd3fc221b6e66047c06348c85f774c9522ed1f51aa472a37c05	CIC_W	112	지형측량	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
428	01f8400cdd53f8eadb7de33e2e7bc2408c6ac7dfab3c10bea6c3a7a32e90a37f	CIC_W	113	하해측량	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
429	9d3e97129f24bc9073f63ffb3be09a9ce4a07bcef4d522f047fe4c7a1700dbd4	CIC_W	115	지적측량	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
430	ba4bbcb1fe4dfd8e865d45cbfd5b3a5a21f5cee97fb39753a0126260f2ee4cca	CIC_W	119	기타응용측량	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
431	212300bb3c4d6e22d263c5a97e759e118ddc718df43abc08dc4fe4148e35bce7	CIC_W	122	구조체계측	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
432	681b34793e2a0b27aa85597a3047582655a3eeed5b8970f404ec2b88d687c1fa	CIC_W	124	교량공사계측	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
433	45655295b94db500ea2dc03a2d1723bdcef5dd02efa4fd59ad43d502f329caf0	CIC_W	126	단열 방음및방수공사계측	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
434	2bfc5770587ec30ee5b62dda465f22ff4e77a4fa24a95450649a8e828cf604cd	CIC_W	127	전기설비계측	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
435	2b26f8a695f47923e4f01dabe4796f693aaa51483afe05c276a1e99fe2441405	CIC_W	128	기계설비계측	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
436	d921aa98da4efcc819c2e5ae75bbb41e85cc38233c176fd8ad70e9473e1dff3d	CIC_W	129	기타공사계측	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
437	f8f5001ecaf8b04d5927dbd642eb58627cf6c4d81073ae69d35466c042cc7bbb	CIC_W	131	시험굴착	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	SAFE_SINGLE_KIND_FAMILY	NOT_APPROVED
438	3a415d4f8a7b016b2d1368c55360d2d240f36b0d628223c8f8ce44770580ad71	CIC_W	132	시추(보링)	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
439	66944a27a746d9c49274c390c714e1ae3de44f229b9347ad452659a099b200e5	CIC_W	133	샘플링	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
440	9cfcdfc88b2b28e969e11900feae9d6c81321546243826469ab37b93bf69d0a7	CIC_W	134	현장시험	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
441	57007db7b58036eee435035a3344f80e6107c647f63d126338008e5665ed368e	CIC_W	136	암석 암반시험	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
442	e86862d58547e3d116c9d753bba38c61a912b8b67bd91577e0ef8f89aad99c24	CIC_W	181	지상지장물철거 해체	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
443	995cde72019f92f0a70112fc04e17bfdc744d075b491335224e6bf500bd6db3f	CIC_W	182	지상구조물철거 해체	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
444	6056d6bdeb678de85c6f763540f387c837d899b43515b534bb9eef70afaa9333	CIC_W	183	해상구조물철거 해체	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
445	316e2752c109f91a051fc3feff4b62f8494c770ba60b53e561f7ef09349aebb2	CIC_W	185	지하구조물제거 - - 대․중․소 분류대․중․소 분류	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
446	09a5f69ff8dbe20c20bb19d9086397d01165e17fab19e738b9c89f0c61981b0a	CIC_W	188	지장물보호	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
447	99c8bd788afdb0a968a28a47760d4ff4c45e842470ff302373f77cc21ae4205e	CIC_W	189	기타철거 해체공사및시설물보호	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
448	1b16a4e7b14832ddb29a5e6d547db0614a8fad1654fcd00b1675859f05e22210	CIC_W	212	흙깍기(절토)	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
449	9b50e09949b8a2162b2d080beb81c3115b6a91d51951a1a320137451908d0343	CIC_W	213	터파기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
450	03ac9689e14f8799e86516cb59840823beea8bf13eed69d0a15e284f8f062b52	CIC_W	214	트랜치터파기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
451	215518746d4b48e67cdba1d913257fe46f7925e0dee98b2c957b965e27fc929c	CIC_W	215	흙쌓기(성토)	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
452	ec4f2c9498b2ea6baad528470eeeac0931de12a08471ff6956f307122bb05fc7	CIC_W	216	되메우기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
453	c5df98c0c23f2f9a2b9edb263d89499e2aaa1f213926fee0f188cec50b555a5c	CIC_W	217	토사처리및운반	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
454	5beb0b35accd48cebc1ceac2949cadf8aae5f857e73ef0d6a8a52873e600291a	CIC_W	218	사면보호	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
455	20a0c467d770d18a48f8e121dba83e56347dfc58bc0243c1c9b6eea19f6033a3	CIC_W	221	치환	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
456	f7a1596f18911a69dd36553dd57ea436c77e2784b46c546e458d1d2a6c3ea582	CIC_W	226	지반그라우팅	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
457	c6ceb9d8a36505d7415bff356e51efe7d3f979c55c7f18a0f0683d7a60b97310	CIC_W	227	지반앵커(GroundAnchor)	AMBIGUOUS	METHOD	REJECT	EMPTY	GPT_REVIEW003_REJECT_METHOD	NO_CHILDREN	NOT_APPROVED
458	09825170409222951199dccfd34e23b40cb02514edef3ef46e5e9b54f17dc600	CIC_W	231	현장타설말뚝	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
459	7fede6271a29cfb07c57510ce245ff1a3c44813b32efccdea5c33ac385dabf09	CIC_W	232	기성말뚝	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_REVIEW003_REJECT_CLASSIFICATION	INSUFFICIENT_EVIDENCE	NOT_APPROVED
460	3b867ca52b24777fa3d254eb5b6e08a2671aabd5293900d404c2a9513c80053d	CIC_W	233	케이슨기초	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_REVIEW003_REJECT_CLASSIFICATION	INSUFFICIENT_EVIDENCE	NOT_APPROVED
461	02572840b246de7674e7d8c16aac12c883a94775adacc07cc0f96e091720303b	CIC_W	234	연결말뚝(널말뚝)	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_REVIEW003_REJECT_CLASSIFICATION	INSUFFICIENT_EVIDENCE	NOT_APPROVED
462	bc28afa7dd3e377f47f7ad842de2fb8ff866250540fb32349d60006a9a3c4d5b	CIC_W	235	지하연속벽(SlurryWall)	AMBIGUOUS	METHOD	REJECT	EMPTY	GPT_REVIEW003_REJECT_METHOD	INSUFFICIENT_EVIDENCE	NOT_APPROVED
463	bc78ddeef127e2bb6ac87dc38bace10eea045b0e1e00cecb092b5f8866efd3d9	CIC_W	236	시트파일(SheetPile)	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	NO_CHILDREN	NOT_APPROVED
464	65efc3da685b2bd93c002a4ccb42d39ded8c962edf526a39f7c771cbc8551a2f	CIC_W	237	기초보강공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
465	898c03d2ac0c4c50d6f6f01db3465b49b9c65e68d43f7053c07bc3a862250927	CIC_W	241	말뚝흙막이	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
466	7c7d98c2286ac3cd5f35e1cf20e8c18fcd648d86390b9b13501e0d8f97dd79d4	CIC_W	242	주열흙막이	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
467	f17ba6bcd0464b0c66069ec6af56ed903843e651ef679fe34c7ab002ba416210	CIC_W	245	지하연속벽흙막이	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
468	57d34e976696b2e8e63cacf5d1dea58c56b69be7822198727818ed6e89caf0d6	CIC_W	246	흙막이지보공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
469	bcbb0f751e393ffab3e06b1cc9a38d80c907bbb98c462d2e68ca8cccee97f51e	CIC_W	247	어스앵커(EarthAnchor) 록앵커흙막이	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
470	edf25342d1e8eb59f6e1471eff41ef0b3f5a49d99ba66b099341a38f1c1688d4	CIC_W	248	조립식간이흙막이	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
471	43e141ba4572ad96c3c100acdf7301721eb7305e1ec5b9e61bf59527c313313d	CIC_W	251	콘크리트자재	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_REVIEW003_REJECT_CLASSIFICATION	INSUFFICIENT_EVIDENCE	NOT_APPROVED
472	3684f8b8205931ccc615e420c4768f25c59977e2e5a9617bc3d7dd251e49de88	CIC_W	252	콘크리트생산및구입	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
473	8d0c01308cc552e41e2d3807b23d212fd0f0253d5e0e70d32e9cbef68df23917	CIC_W	253	콘크리트타설	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
474	8d40989e5cfd22ee59fe3758d334d6934d0bd8bf0c9ae20860d84b473f37984a	CIC_W	255	콘크리트보강공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
475	3e3181b6f4d10c5cb7c44dc7e2680aea51f64f25dca1e760d3ca922a3df23ce8	CIC_W	258	콘크리트부속공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
476	c514d7739aeaff3ce58a37d43f33188bdbe7bcf52aa86a5a6c0e538c6870c137	CIC_W	265	기타토목PC부재조립	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
477	7230e15ca263ae9d733cabec0d0971abb0b3f0e5e2059cf0a98dfd1d1d73d9c4	CIC_W	266	건축PC구조부재조립	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
478	57e5faf031c6579ace5cbd07f4943d3993a1c1223f6eadfe7d062e3acf11a155	CIC_W	267	현장틸트-업콘크리트공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
479	4923e964c0059bc1defe885cc4323b8243e03fa671d8fb117836e0c1aa27c549	CIC_W	272	철골가공 제작	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
480	643f650fde14f9a77eda98a2646a317578b5df27ead8b9e46a46887c82a69823	CIC_W	273	철골조립및설치	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
481	360ea08ac9ce35e56e88806535838882b2cb2c8fbf75663934d5a7fa4672a3b5	CIC_W	274	금속바닥판및부속설비설치	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
482	951f8df773bd340a3c3aeac0c5cd905b7a0921de13fdafc8313eb57ba2cf6e2e	CIC_W	275	현수 사장구조	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_REVIEW003_REJECT_CLASSIFICATION	NO_CHILDREN	NOT_APPROVED
483	0591d6a2a565c440661766e9914db75bdd9ce3794206f9879bbc7788787a5d9f	CIC_W	276	프레임구조시스템	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_REVIEW003_REJECT_CLASSIFICATION	INSUFFICIENT_EVIDENCE	NOT_APPROVED
484	5d36c9d3ee2029ea61ce1ac3ae998fdece9a9e2aad2025b17b5efe40300a2f99	CIC_W	277	탱크	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
485	6f3669ae9ec26d86354f344c1e1a7996b4ecb411e8dc0a0b460fcdc301940e20	CIC_W	278	철골내화피복및도장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
486	ef30b16557057598271d9d495c6e0f76860b6796bb3e5e8b426c26a8f31e749e	CIC_W	279	기타강구조물공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
487	43a3bc99d00e52448f7c527023993e949657c1564386832e2f2ce7a0c7909d54	CIC_W	316	상수도관갱생	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
488	5088b148117fb6702c4ca7758cf954f61a19ba612a260b64fdecac572f90e33b	CIC_W	317	하수도관갱생	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
489	1e7f3d26e5a96268c5f1cde639a863901f5c54f4b8b40502491ef40c5a897421	CIC_W	322	콘크리트포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
